CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,Segment,Cluster
12438,15,2,2906.85,4,2,5,425,11,New Customers,3
12441,367,1,173.55,1,1,1,111,3,Lost Customers,1
12442,4,1,172.06,5,1,1,511,7,New Customers,2
12444,22,5,5005.46,4,4,5,445,13,Champions,0
12445,23,1,133.4,4,1,1,411,6,New Customers,2
12446,58,1,1002.3100000000001,3,1,4,314,8,Potential Loyalists,2
12447,244,1,476.49,1,1,2,112,4,Lost Customers,1
12448,45,1,449.45,3,1,2,312,6,Potential Loyalists,2
12449,23,4,4067.29,4,4,5,445,13,Champions,3
12450,157,2,197.88,2,2,1,221,5,Lost Customers,1
12451,11,5,9035.52,5,4,5,545,14,Champions,0
12452,17,2,430.57,4,2,2,422,8,New Customers,2
12453,135,1,707.09,2,1,3,213,6,About To Sleep,1
12454,57,1,3528.34,3,1,5,315,9,Potential Loyalists,3
12455,74,6,2466.86,2,4,5,245,11,At Risk,3
12456,45,3,3181.04,3,3,5,335,11,Loyal Customers,3
12457,67,7,2363.23,3,5,5,355,13,Loyal Customers,3
12458,72,2,947.4,3,2,4,324,9,Potential Loyalists,3
12461,95,2,826.88,2,2,3,223,7,Hibernating,3
12462,19,2,1189.59,4,2,4,424,10,New Customers,3
12463,54,4,1344.78,3,4,4,344,11,Loyal Customers,3
12464,11,8,1212.05,5,5,4,554,14,Champions,0
12465,18,2,742.1899999999999,4,2,3,423,9,New Customers,2
12468,188,2,729.5400000000001,1,2,3,123,6,About To Sleep,1
12471,3,30,19788.65,5,5,5,555,15,Champions,0
12472,33,7,6572.11,4,5,5,455,14,Champions,0
12473,30,5,3928.0499999999997,4,4,5,445,13,Champions,3
12474,18,18,7324.09,4,5,5,455,14,Champions,0
12475,54,1,723.38,3,1,3,313,7,Potential Loyalists,2
12476,16,11,6816.42,4,5,5,455,14,Champions,0
12477,23,6,13219.74,4,4,5,445,13,Champions,0
12478,4,1,680.99,5,1,3,513,9,New Customers,2
12479,12,1,527.2,5,1,3,513,9,New Customers,2
12480,29,4,3281.63,4,4,5,445,13,Champions,3
12481,23,10,5579.82,4,5,5,455,14,Champions,0
12483,18,8,2484.98,4,5,5,455,14,Champions,0
12484,33,6,4527.32,4,4,5,445,13,Champions,3
12488,10,3,1298.66,5,3,4,534,12,Loyal Customers,3
12489,337,1,334.93,1,1,2,112,4,Lost Customers,1
12490,6,10,5417.93,5,5,5,555,15,Champions,0
12491,39,1,460.40000000000003,3,1,2,312,6,Potential Loyalists,2
12492,64,2,263.21000000000004,3,2,2,322,7,Potential Loyalists,2
12493,166,2,433.74,2,2,2,222,6,Lost Customers,1
12494,16,7,1246.1000000000001,4,5,4,454,13,Champions,3
12497,82,1,1043.1,2,1,4,214,7,About To Sleep,1
12498,22,3,403.70000000000005,4,3,2,432,9,Loyal Customers,2
12500,24,11,4257.82,4,5,5,455,14,Champions,0
12501,337,1,2169.39,1,1,5,115,7,About To Sleep,1
12502,96,5,3723.87,2,4,5,245,11,At Risk,3
12504,19,2,482.04999999999995,4,2,2,422,8,New Customers,2
12506,233,1,73.5,1,1,1,111,3,Lost Customers,1
12507,135,3,1304.81,2,3,4,234,9,At Risk,3
12508,27,2,397.88,4,2,2,422,8,New Customers,2
12509,285,1,176.5,1,1,1,111,3,Lost Customers,1
12510,143,2,982.5699999999999,2,2,4,224,8,Hibernating,1
12512,67,2,132.18,3,2,1,321,6,Potential Loyalists,2
12513,113,1,612.29,2,1,3,213,6,About To Sleep,1
12514,268,1,1017.68,1,1,4,114,6,About To Sleep,1
12515,354,1,383.7,1,1,2,112,4,Lost Customers,1
12516,78,2,1312.06,2,2,4,224,8,Hibernating,3
12517,29,5,2481.6,4,4,5,445,13,Champions,3
12518,1,5,2056.89,5,4,5,545,14,Champions,0
12519,64,1,330.84,3,1,2,312,6,Potential Loyalists,2
12520,80,5,2634.26,2,4,5,245,11,At Risk,3
12521,143,1,599.68,2,1,3,213,6,About To Sleep,1
12522,40,2,192.72,3,2,1,321,6,Potential Loyalists,2
12523,20,11,1789.77,4,5,4,454,13,Champions,0
12524,10,8,4485.72,5,5,5,555,15,Champions,0
12526,1,3,1316.66,5,3,4,534,12,Loyal Customers,0
12527,82,3,348.71000000000004,2,3,2,232,7,At Risk,1
12528,10,6,1933.48,5,5,4,554,14,Champions,0
12530,60,4,1662.28,3,4,4,344,11,Loyal Customers,3
12531,15,1,125.22,4,1,1,411,6,New Customers,2
12532,31,1,349.83000000000004,4,1,2,412,7,New Customers,2
12534,131,1,1089.18,2,1,4,214,7,About To Sleep,1
12535,92,2,716.35,2,2,3,223,7,Hibernating,1
12536,44,3,12601.830000000002,3,3,5,335,11,Loyal Customers,3
12538,30,1,363.95,4,1,2,412,7,New Customers,2
12539,23,4,5568.35,4,4,5,445,13,Champions,3
12540,20,17,13400.24,4,5,5,455,14,Champions,0
12541,30,3,981.18,4,3,4,434,11,Loyal Customers,3
12544,37,1,372.7,3,1,2,312,6,Potential Loyalists,2
12545,76,2,1000.39,2,2,4,224,8,Hibernating,3
12546,47,2,1161.5,3,2,4,324,9,Potential Loyalists,3
12547,198,2,207.79999999999998,1,2,1,121,4,Lost Customers,1
12548,167,1,95.19999999999999,2,1,1,211,4,Lost Customers,1
12550,80,1,964.83,2,1,4,214,7,About To Sleep,1
12551,358,1,168.0,1,1,1,111,3,Lost Customers,1
12552,39,2,437.82,3,2,2,322,7,Potential Loyalists,2
12553,9,10,3692.28,5,5,5,555,15,Champions,0
12556,51,2,599.56,3,2,3,323,8,Potential Loyalists,2
12557,17,5,11990.960000000001,4,4,5,445,13,Champions,0
12558,8,1,269.96,5,1,2,512,8,New Customers,2
12559,311,2,561.71,1,2,3,123,6,About To Sleep,1
12560,6,3,2134.01,5,3,5,535,13,Loyal Customers,3
12561,303,1,238.85,1,1,1,111,3,Lost Customers,1
12562,9,7,3781.7400000000002,5,5,5,555,15,Champions,0
12564,262,1,456.9,1,1,2,112,4,Lost Customers,1
12565,289,1,145.92,1,1,1,111,3,Lost Customers,1
12566,87,1,351.65,2,1,2,212,5,Lost Customers,1
12567,23,10,9401.28,4,5,5,455,14,Champions,0
12569,3,32,4124.69,5,5,5,555,15,Champions,0
12571,40,2,519.61,3,2,3,323,8,Potential Loyalists,2
12572,9,2,1020.42,5,2,4,524,11,New Customers,3
12573,228,1,160.54000000000002,1,1,1,111,3,Lost Customers,1
12574,316,1,218.45,1,1,1,111,3,Lost Customers,1
12576,36,5,1315.83,3,4,4,344,11,Loyal Customers,3
12577,36,3,626.6,3,3,3,333,9,Loyal Customers,3
12578,22,2,2794.51,4,2,5,425,11,New Customers,3
12579,79,1,440.42,2,1,2,212,5,Lost Customers,1
12580,247,1,415.7,1,1,2,112,4,Lost Customers,1
12581,40,1,197.71,3,1,1,311,5,Potential Loyalists,2
12582,239,2,511.36,1,2,3,123,6,About To Sleep,1
12583,3,15,7281.38,5,5,5,555,15,Champions,0
12584,4,9,2338.15,5,5,5,555,15,Champions,0
12585,235,2,2040.1,1,2,4,124,7,About To Sleep,3
12586,18,1,196.94000000000003,4,1,1,411,6,New Customers,2
12587,8,1,144.0,5,1,1,511,7,New Customers,2
12588,40,1,214.89999999999998,3,1,1,311,5,Potential Loyalists,2
12589,29,2,646.68,4,2,3,423,9,New Customers,2
12590,212,2,9864.26,1,2,5,125,8,About To Sleep,3
12591,318,1,452.84999999999997,1,1,2,112,4,Lost Customers,1
12592,93,2,437.6,2,2,2,222,6,Lost Customers,1
12593,109,3,418.09999999999997,2,3,2,232,7,At Risk,1
12594,38,10,3338.2200000000003,3,5,5,355,13,Loyal Customers,0
12596,52,2,618.27,3,2,3,323,8,Potential Loyalists,2
12597,20,4,3811.22,4,4,5,445,13,Champions,3
12598,10,8,3023.08,5,5,5,555,15,Champions,0
12599,30,7,1032.58,4,5,4,454,13,Champions,3
12600,29,10,2599.04,4,5,5,455,14,Champions,0
12601,190,5,577.0600000000001,1,4,3,143,8,Cannot Lose Them,3
12602,59,1,153.12,3,1,1,311,5,Potential Loyalists,2
12603,22,1,739.1999999999999,4,1,3,413,8,New Customers,2
12604,80,2,254.18,2,2,2,222,6,Lost Customers,1
12607,61,1,1579.51,3,1,4,314,8,Potential Loyalists,3
12609,79,3,1126.85,2,3,4,234,9,At Risk,3
12610,23,5,2099.54,4,4,5,445,13,Champions,3
12611,53,1,1193.32,3,1,4,314,8,Potential Loyalists,3
12612,75,1,704.0400000000001,2,1,3,213,6,About To Sleep,1
12613,58,5,3344.38,3,4,5,345,12,Loyal Customers,3
12614,278,1,315.6,1,1,2,112,4,Lost Customers,1
12615,3,4,2291.19,5,4,5,545,14,Champions,0
12616,96,2,713.3,2,2,3,223,7,Hibernating,1
12617,30,1,352.98,4,1,2,412,7,New Customers,2
12618,22,1,177.31,4,1,1,411,6,New Customers,2
12619,17,9,3641.24,4,5,5,455,14,Champions,0
12620,15,3,1339.41,4,3,4,434,11,Loyal Customers,3
12621,2,20,13689.67,5,5,5,555,15,Champions,0
12622,233,1,180.1,1,1,1,111,3,Lost Customers,1
12623,277,1,305.1,1,1,2,112,4,Lost Customers,1
12624,107,2,641.13,2,2,3,223,7,Hibernating,1
12625,212,2,2683.82,1,2,5,125,8,About To Sleep,3
12626,24,9,6620.48,4,5,5,455,14,Champions,0
12627,11,7,4478.53,5,5,5,555,15,Champions,0
12628,5,3,786.46,5,3,3,533,11,Loyal Customers,3
12630,10,2,1270.88,5,2,4,524,11,New Customers,3
12631,58,1,640.5,3,1,3,313,7,Potential Loyalists,2
12633,59,4,2163.98,3,4,5,345,12,Loyal Customers,3
12635,90,2,1689.18,2,2,4,224,8,Hibernating,3
12637,68,8,6002.9,3,5,5,355,13,Loyal Customers,0
12638,34,1,671.69,3,1,3,313,7,Potential Loyalists,2
12639,239,1,486.1,1,1,2,112,4,Lost Customers,1
12640,24,3,1174.58,4,3,4,434,11,Loyal Customers,3
12641,116,1,185.9,2,1,1,211,4,Lost Customers,1
12642,26,3,1013.26,4,3,4,434,11,Loyal Customers,3
12643,129,6,3344.64,2,5,5,255,12,At Risk,3
12644,130,1,477.91,2,1,2,212,5,Lost Customers,1
12645,34,4,1775.18,3,4,4,344,11,Loyal Customers,3
12646,5,2,1346.97,5,2,4,524,11,New Customers,3
12647,23,12,3722.82,4,5,5,455,14,Champions,0
12648,155,1,318.05,2,1,2,212,5,Lost Customers,1
12649,108,3,623.51,2,3,3,233,8,At Risk,3
12650,4,1,314.44,5,1,2,512,8,New Customers,2
12651,335,1,114.0,1,1,1,111,3,Lost Customers,1
12652,332,1,919.98,1,1,3,113,5,About To Sleep,1
12653,149,2,2209.85,2,2,5,225,9,Hibernating,3
12654,11,5,601.98,5,4,3,543,12,Loyal Customers,3
12656,18,5,4051.17,4,4,5,445,13,Champions,0
12657,12,4,1643.18,5,4,4,544,13,Champions,3
12658,19,1,686.05,4,1,3,413,8,New Customers,2
12659,30,1,91.68,4,1,1,411,6,New Customers,2
12660,12,1,245.1,5,1,1,511,7,New Customers,2
12662,1,11,3849.78,5,5,5,555,15,Champions,0
12664,9,9,4881.88,5,5,5,555,15,Champions,0
12665,325,1,63.0,1,1,1,111,3,Lost Customers,1
12667,59,1,620.13,3,1,3,313,7,Potential Loyalists,2
12668,12,4,3807.15,5,4,5,545,14,Champions,3
12669,151,3,2744.0299999999997,2,3,5,235,10,At Risk,3
12670,11,5,2996.05,5,4,5,545,14,Champions,0
12672,330,1,225.89999999999998,1,1,1,111,3,Lost Customers,1
12673,6,2,610.52,5,2,3,523,10,New Customers,2
12674,39,4,1970.6,3,4,4,344,11,Loyal Customers,3
12676,25,6,1331.39,4,5,4,454,13,Champions,3
12678,43,12,17628.46,3,5,5,355,13,Loyal Customers,0
12679,59,4,1113.02,3,4,4,344,11,Loyal Customers,3
12680,1,4,862.81,5,4,3,543,12,Loyal Customers,0
12681,15,22,13787.54,4,5,5,455,14,Champions,0
12682,4,31,12279.82,5,5,5,555,15,Champions,0
12683,5,15,8476.57,5,5,5,555,15,Champions,0
12684,8,7,2283.63,5,5,5,555,15,Champions,0
12685,29,6,2863.08,4,5,5,455,14,Champions,3
12686,372,1,89.14,1,1,1,111,3,Lost Customers,1
12688,114,1,4873.8099999999995,2,1,5,215,8,About To Sleep,3
12689,26,2,1247.61,4,2,4,424,10,New Customers,3
12690,206,1,389.01,1,1,2,112,4,Lost Customers,1
12691,29,6,1035.8,4,5,4,454,13,Champions,3
12693,128,4,855.91,2,4,3,243,9,At Risk,3
12694,71,2,869.67,3,2,3,323,8,Potential Loyalists,3
12695,8,4,582.1,5,4,3,543,12,Loyal Customers,3
12697,29,3,957.59,4,3,4,434,11,Loyal Customers,3
12700,8,4,4939.99,5,4,5,545,14,Champions,0
12701,80,2,797.71,2,2,3,223,7,Hibernating,3
12702,20,1,219.0,4,1,1,411,6,New Customers,2
12703,72,1,283.55,3,1,2,312,6,Potential Loyalists,2
12704,8,8,2340.84,5,5,5,555,15,Champions,0
12705,16,9,6868.29,4,5,5,455,14,Champions,0
12707,292,1,603.42,1,1,3,113,5,About To Sleep,1
12708,30,10,2712.91,4,5,5,455,14,Champions,0
12709,16,15,9706.52,4,5,5,455,14,Champions,0
12710,97,3,1149.02,2,3,4,234,9,At Risk,3
12712,29,13,4396.13,4,5,5,455,14,Champions,0
12713,1,1,848.55,5,1,3,513,9,New Customers,2
12714,10,5,4708.86,5,4,5,545,14,Champions,0
12715,107,1,343.36,2,1,2,212,5,Lost Customers,1
12716,4,2,1053.49,5,2,4,524,11,New Customers,2
12717,152,2,1030.98,2,2,4,224,8,Hibernating,1
12718,72,1,238.25,3,1,1,311,5,Potential Loyalists,2
12719,6,2,644.95,5,2,3,523,10,New Customers,2
12720,3,25,5781.73,5,5,5,555,15,Champions,0
12721,32,6,2656.13,4,5,5,455,14,Champions,3
12722,86,4,997.63,2,4,4,244,10,At Risk,3
12723,4,5,725.07,5,4,3,543,12,Loyal Customers,3
12724,6,4,1031.41,5,4,4,544,13,Champions,3
12725,372,1,427.8,1,1,2,112,4,Lost Customers,1
12726,29,7,2609.1,4,5,5,455,14,Champions,3
12727,11,7,3980.7,5,5,5,555,15,Champions,0
12728,72,4,836.33,3,4,3,343,10,Loyal Customers,3
12729,114,1,453.01,2,1,2,212,5,Lost Customers,1
12731,24,12,18895.91,4,5,5,455,14,Champions,0
12732,180,1,236.26000000000002,2,1,1,211,4,Lost Customers,1
12733,235,1,383.95,1,1,2,112,4,Lost Customers,1
12734,353,1,110.39999999999999,1,1,1,111,3,Lost Customers,1
12735,316,2,779.5699999999999,1,2,3,123,6,About To Sleep,1
12736,333,1,234.0,1,1,1,111,3,Lost Customers,1
12738,373,1,155.35,1,1,1,111,3,Lost Customers,1
12739,79,2,1013.04,2,2,4,224,8,Hibernating,3
12740,64,1,427.6,3,1,2,312,6,Potential Loyalists,2
12743,135,2,540.13,2,2,3,223,7,Hibernating,1
12744,52,7,21279.29,3,5,5,355,13,Loyal Customers,0
12747,3,11,4196.01,5,5,5,555,15,Champions,0
12748,1,209,33053.19,5,5,5,555,15,Champions,0
12749,4,5,4090.88,5,4,5,545,14,Champions,0
12750,129,1,275.88,2,1,2,212,5,Lost Customers,1
12752,82,1,4366.78,2,1,5,215,8,About To Sleep,3
12753,23,6,21429.39,4,5,5,455,14,Champions,0
12754,236,3,3010.74,1,3,5,135,9,About To Sleep,3
12755,281,2,3811.95,1,2,5,125,8,About To Sleep,3
12756,87,1,112.07999999999998,2,1,1,211,4,Lost Customers,1
12757,16,13,7834.650000000001,4,5,5,455,14,Champions,0
12758,117,2,2791.59,2,2,5,225,9,Hibernating,3
12759,53,3,1531.44,3,3,4,334,10,Loyal Customers,3
12762,8,2,1898.52,5,2,4,524,11,New Customers,3
12763,139,2,494.08,2,2,3,223,7,Hibernating,1
12764,317,1,1693.88,1,1,4,114,6,About To Sleep,1
12766,4,7,6989.63,5,5,5,555,15,Champions,0
12769,239,1,1143.6,1,1,4,114,6,About To Sleep,1
12770,211,1,1351.45,1,1,4,114,6,About To Sleep,1
12772,60,1,892.47,3,1,3,313,7,Potential Loyalists,2
12775,18,5,1386.04,4,4,4,444,12,Champions,3
12778,20,6,822.23,4,5,3,453,12,Loyal Customers,3
12779,38,8,3981.36,3,5,5,355,13,Loyal Customers,0
12781,64,2,826.74,3,2,3,323,8,Potential Loyalists,3
12782,5,5,2330.92,5,4,5,545,14,Champions,0
12783,3,6,2225.91,5,5,5,555,15,Champions,0
12784,10,2,532.8199999999999,5,2,3,523,10,New Customers,2
12785,365,1,311.95,1,1,2,112,4,Lost Customers,1
12787,10,3,463.66,5,3,2,532,10,Loyal Customers,2
12789,66,1,91.85,3,1,1,311,5,Potential Loyalists,2
12790,193,1,324.92,1,1,2,112,4,Lost Customers,1
12791,374,1,192.60000000000002,1,1,1,111,3,Lost Customers,1
12792,257,1,400.53999999999996,1,1,2,112,4,Lost Customers,1
12793,335,2,545.48,1,2,3,123,6,About To Sleep,1
12794,54,2,860.41,3,2,3,323,8,Potential Loyalists,3
12795,19,1,430.48,4,1,2,412,7,New Customers,2
12797,366,1,254.03,1,1,2,112,4,Lost Customers,1
12798,11,3,6977.04,5,3,5,535,13,Loyal Customers,0
12802,187,1,427.58,1,1,2,112,4,Lost Customers,1
12808,37,3,483.65000000000003,3,3,2,332,8,Loyal Customers,3
12809,178,1,489.31,2,1,3,213,6,About To Sleep,1
12811,261,3,514.85,1,3,3,133,7,About To Sleep,1
12812,45,1,229.64000000000001,3,1,1,311,5,Potential Loyalists,2
12814,102,1,125.92,2,1,1,211,4,Lost Customers,1
12815,148,2,1063.46,2,2,4,224,8,Hibernating,1
12816,96,2,572.2,2,2,3,223,7,Hibernating,1
12817,282,1,166.04,1,1,1,111,3,Lost Customers,1
12818,262,1,1542.08,1,1,4,114,6,About To Sleep,1
12820,4,4,942.34,5,4,4,544,13,Champions,3
12821,215,1,92.72,1,1,1,111,3,Lost Customers,1
12822,71,2,948.88,3,2,4,324,9,Potential Loyalists,3
12823,75,5,1759.5,2,4,4,244,10,At Risk,3
12824,60,1,397.12,3,1,2,312,6,Potential Loyalists,2
12826,3,7,1474.72,5,5,4,554,14,Champions,0
12827,6,3,430.15000000000003,5,3,2,532,10,Loyal Customers,2
12828,3,6,1018.71,5,5,4,554,14,Champions,0
12829,337,2,293.0,1,2,2,122,5,Lost Customers,1
12830,38,6,6814.64,3,5,5,355,13,Loyal Customers,0
12831,263,1,215.05,1,1,1,111,3,Lost Customers,1
12832,33,2,383.03,4,2,2,422,8,New Customers,2
12833,146,1,417.38,2,1,2,212,5,Lost Customers,1
12834,283,1,312.38,1,1,2,112,4,Lost Customers,1
12836,60,4,2610.36,3,4,5,345,12,Loyal Customers,3
12837,174,1,134.1,2,1,1,211,4,Lost Customers,1
12838,34,2,671.95,3,2,3,323,8,Potential Loyalists,2
12839,3,14,5591.42,5,5,5,555,15,Champions,0
12840,144,4,2726.77,2,4,5,245,11,At Risk,3
12841,5,25,3991.58,5,5,5,555,15,Champions,0
12842,71,2,1118.99,3,2,4,324,9,Potential Loyalists,3
12843,66,8,1702.26,3,5,4,354,12,Loyal Customers,3
12844,30,2,325.96000000000004,4,2,2,422,8,New Customers,2
12845,268,4,354.09,1,4,2,142,7,Cannot Lose Them,1
12847,23,1,843.64,4,1,3,413,8,New Customers,2
12849,32,2,1010.29,4,2,4,424,10,New Customers,3
12851,97,1,131.81,2,1,1,211,4,Lost Customers,1
12852,295,1,311.55,1,1,2,112,4,Lost Customers,1
12853,135,6,1957.1000000000001,2,5,4,254,11,At Risk,3
12854,79,3,1316.25,2,3,4,234,9,At Risk,3
12855,373,1,38.1,1,1,1,111,3,Lost Customers,1
12856,8,6,2170.78,5,5,5,555,15,Champions,0
12857,211,2,1106.4,1,2,4,124,7,About To Sleep,1
12863,53,1,521.2,3,1,3,313,7,Potential Loyalists,2
12864,139,1,147.12,2,1,1,211,4,Lost Customers,1
12865,27,2,1568.23,4,2,4,424,10,New Customers,3
12866,284,1,559.12,1,1,3,113,5,About To Sleep,1
12867,27,7,4009.34,4,5,5,455,14,Champions,0
12868,186,6,1607.0600000000002,1,5,4,154,10,Cannot Lose Them,3
12871,85,2,380.64,2,2,2,222,6,Lost Customers,1
12872,327,2,599.97,1,2,3,123,6,About To Sleep,1
12873,283,1,374.0,1,1,2,112,4,Lost Customers,1
12875,144,2,343.2300000000001,2,2,2,222,6,Lost Customers,1
12876,58,2,2218.02,3,2,5,325,10,Potential Loyalists,3
12877,4,12,1535.77,5,5,4,554,14,Champions,0
12878,237,2,854.99,1,2,3,123,6,About To Sleep,1
12879,45,3,573.22,3,3,3,333,9,Loyal Customers,3
12881,276,1,298.0,1,1,2,112,4,Lost Customers,1
12882,10,2,1463.04,5,2,4,524,11,New Customers,3
12883,25,4,703.47,4,4,3,443,11,Loyal Customers,3
12884,89,1,309.05,2,1,2,212,5,Lost Customers,1
12885,64,3,1175.22,3,3,4,334,10,Loyal Customers,3
12886,68,2,1378.4,3,2,4,324,9,Potential Loyalists,3
12888,215,2,354.12,1,2,2,122,5,Lost Customers,1
12890,25,1,376.71999999999997,4,1,2,412,7,New Customers,2
12891,186,3,331.0,1,3,2,132,6,About To Sleep,1
12893,31,1,176.55,4,1,1,411,6,New Customers,2
12895,43,2,372.8,3,2,2,322,7,Potential Loyalists,2
12897,205,2,216.5,1,2,1,121,4,Lost Customers,1
12901,9,28,17654.54,5,5,5,555,15,Champions,0
12902,265,1,138.68,1,1,1,111,3,Lost Customers,1
12904,19,2,496.06,4,2,3,423,9,New Customers,2
12906,12,5,2919.81,5,4,5,545,14,Champions,0
12908,177,2,750.0,2,2,3,223,7,Hibernating,1
12909,40,5,2178.67,3,4,5,345,12,Loyal Customers,3
12910,24,8,3075.04,4,5,5,455,14,Champions,0
12912,3,5,1662.3,5,4,4,544,13,Champions,0
12913,5,5,2483.63,5,4,5,545,14,Champions,0
12915,149,2,363.65,2,2,2,222,6,Lost Customers,1
12916,139,4,2944.95,2,4,5,245,11,At Risk,3
12917,129,1,594.0,2,1,3,213,6,About To Sleep,1
12919,9,6,1335.19,5,5,4,554,14,Champions,0
12920,18,1,162.78,4,1,1,411,6,New Customers,2
12921,10,37,16587.09,5,5,5,555,15,Champions,0
12922,162,1,405.38,2,1,2,212,5,Lost Customers,1
12923,65,1,172.82,3,1,1,311,5,Potential Loyalists,2
12924,89,4,933.7,2,4,4,244,10,At Risk,3
12925,5,2,694.05,5,2,3,523,10,New Customers,2
12928,36,5,2062.7000000000003,3,4,5,345,12,Loyal Customers,3
12929,312,1,117.85,1,1,1,111,3,Lost Customers,1
12930,79,2,415.8,2,2,2,222,6,Lost Customers,1
12931,22,15,42055.96,4,5,5,455,14,Champions,0
12933,25,3,607.53,4,3,3,433,10,Loyal Customers,3
12935,3,7,2160.7,5,5,5,555,15,Champions,0
12936,18,4,1063.9,4,4,4,444,12,Champions,3
12937,16,4,1504.27,4,4,4,444,12,Champions,3
12938,26,1,114.14,4,1,1,411,6,New Customers,2
